0 90.0841 101.807 
0.002 90.0841 101.807 
0.004 90.0841 101.807 
0.006 90.0841 101.807 
0.008 90.0841 101.807 
0.01 90.0841 101.807 
0.012 90.0841 101.807 
0.014 90.0841 101.807 
0.016 90.084 101.807 
0.018 90.084 101.807 
0.02 90.0839 101.807 
0.022 90.0838 101.807 
0.024 90.0837 101.806 
0.026 90.0835 101.806 
0.028 90.0833 101.806 
0.03 90.0831 101.806 
0.032 90.0829 101.806 
0.034 90.0827 101.806 
0.036 90.0826 101.805 
0.038 90.0824 101.805 
0.04 90.0823 101.805 
0.042 90.0822 101.805 
0.044 90.082 101.805 
0.046 90.082 101.805 
0.048 90.0819 101.805 
0.05 90.0841 101.807 
0.052 90.0637 101.787 
0.054 89.9965 101.721 
0.056 89.9198 101.645 
0.058 89.8455 101.572 
0.06 89.7756 101.504 
0.062 89.71 101.439 
0.064 89.6483 101.379 
0.066 89.589 101.321 
0.068 89.5321 101.266 
0.07 89.4787 101.214 
0.072 89.4263 101.163 
0.074 89.3572 101.095 
0.076 89.2623 101.002 
0.078 89.1438 100.886 
0.08 89.0014 100.745 
0.082 88.8298 100.576 
0.084 88.6216 100.371 
0.086 88.3735 100.125 
0.088 88.0959 99.8504 
0.09 87.8217 99.5793 
0.092 87.571 99.3317 
0.094 87.3466 99.1107 
0.096 87.152 98.9193 
0.098 86.9626 98.7333 
0.1 86.7609 98.5349 
0.102 86.5737 98.3508 
0.104 86.409 98.189 
0.106 86.2637 98.0465 
0.108 86.1459 97.9313 
0.11 86.0562 97.8439 
0.112 85.9908 97.7808 
0.114 85.9416 97.7337 
0.116 85.8954 97.6895 
0.118 85.8508 97.6467 
0.12 85.8079 97.6055 
0.122 85.7674 97.5666 
0.124 85.7317 97.5322 
0.126 85.7004 97.5022 
0.128 85.6721 97.4751 
0.13 85.6496 97.4537 
0.132 85.6345 97.4394 
0.134 85.6228 97.4286 
0.136 85.6126 97.4191 
0.138 85.604 97.4111 
0.14 85.5947 97.4025 
0.142 85.5842 97.3924 
0.144 85.5721 97.3809 
0.146 85.5601 97.3693 
0.148 85.546 97.3556 
0.15 85.5302 97.3401 
0.152 85.5116 97.3218 
0.154 85.4903 97.3008 
0.156 85.4682 97.2791 
0.158 85.4377 97.2489 
0.16 85.4049 97.2165 
0.162 85.3692 97.1812 
0.164 85.3269 97.1394 
0.166 85.2831 97.096 
0.168 85.2408 97.0541 
0.17 85.1883 97.002 
0.172 85.137 96.9512 
0.174 85.0839 96.8986 
0.176 85.0355 96.8506 
0.178 84.9828 96.7983 
0.18 84.9309 96.7468 
0.182 84.879 96.6952 
0.184 84.8316 96.6482 
0.186 84.7895 96.6065 
0.188 84.7495 96.5669 
0.19 84.7087 96.5264 
0.192 84.6691 96.4872 
0.194 84.6309 96.4492 
0.196 84.5952 96.4138 
0.198 84.5589 96.3779 
0.2 84.5184 96.3377 
