0 88.3803 91.1561 
0.002 88.3804 91.156 
0.004 88.3806 91.1558 
0.006 88.3806 91.1556 
0.008 88.3806 91.1554 
0.01 88.3806 91.1552 
0.012 88.3804 91.155 
0.014 88.3801 91.1548 
0.016 88.3796 91.1548 
0.018 88.3785 91.1548 
0.02 88.3767 91.1548 
0.022 88.3735 91.1545 
0.024 88.3681 91.1532 
0.026 88.3595 91.1503 
0.028 88.3475 91.1454 
0.03 88.3318 91.1384 
0.032 88.3124 91.1294 
0.034 88.2881 91.118 
0.036 88.2554 91.1018 
0.038 88.2085 91.076 
0.04 88.1418 91.0363 
0.042 88.0515 90.9789 
0.044 87.9447 90.9111 
0.046 87.8267 90.8377 
0.048 87.6904 90.7489 
0.05 87.5491 90.6541 
0.052 87.4165 90.5651 
0.054 87.2951 90.4835 
0.056 87.1806 90.4051 
0.058 87.07 90.327 
0.06 86.9626 90.2492 
0.062 86.8588 90.1725 
0.064 86.7597 90.0977 
0.066 86.6697 90.0294 
0.068 86.5867 89.9661 
0.07 86.502 89.8995 
0.072 86.4179 89.8319 
0.074 86.3339 89.7635 
0.076 86.2483 89.6927 
0.078 86.1637 89.6221 
0.08 86.0805 89.5519 
0.082 86.0009 89.4842 
0.084 85.9281 89.4217 
0.086 85.8607 89.3635 
0.088 85.7964 89.3075 
0.09 85.7325 89.2516 
0.092 85.6615 89.189 
0.094 85.5874 89.1236 
0.096 85.5146 89.0597 
0.098 85.4399 88.9931 
0.1 85.3807 88.9408 
0.102 85.3245 88.8904 
0.104 85.2795 88.8508 
0.106 85.2352 88.8115 
0.108 85.1999 88.7808 
0.11 85.1665 88.7516 
0.112 85.1296 88.7189 
0.114 85.088 88.6812 
0.116 85.0274 88.624 
0.118 84.9534 88.5527 
0.12 84.8805 88.4813 
0.122 84.8044 88.4058 
0.124 84.7461 88.3472 
0.126 84.693 88.2935 
0.128 84.6475 88.2471 
0.13 84.6068 88.2053 
0.132 84.5699 88.167 
0.134 84.5382 88.1334 
0.136 84.5082 88.1011 
0.138 84.4799 88.07 
0.14 84.4536 88.0407 
0.142 84.429 88.0128 
0.144 84.4054 87.986 
0.146 84.3765 87.954 
0.148 84.3505 87.9246 
0.15 84.3248 87.8952 
0.152 84.2988 87.8654 
0.154 84.2712 87.8339 
0.156 84.2413 87.8001 
0.158 84.2109 87.7655 
0.16 84.1792 87.7297 
0.162 84.1457 87.6918 
0.164 84.1132 87.6549 
0.166 84.0843 87.6214 
0.168 84.056 87.5884 
0.17 84.0276 87.5553 
0.172 83.9986 87.5215 
0.174 83.9698 87.4877 
0.176 83.9399 87.4529 
0.178 83.9088 87.4167 
0.18 83.8773 87.3802 
0.182 83.846 87.3439 
0.184 83.8137 87.3065 
0.186 83.7818 87.2696 
0.188 83.7479 87.2307 
0.19 83.7129 87.1906 
0.192 83.6777 87.1505 
0.194 83.6409 87.1093 
0.196 83.6043 87.0689 
0.198 83.571 87.0318 
0.2 83.5394 86.9964 
0.202 83.5069 86.96 
0.204 83.4731 86.9221 
0.206 83.4359 86.8809 
0.208 83.3976 86.8387 
0.21 83.3579 86.7954 
0.212 83.3181 86.752 
0.214 83.2785 86.7086 
0.216 83.2392 86.6652 
0.218 83.2001 86.6217 
0.22 83.16 86.5772 
0.222 83.1202 86.5329 
0.224 83.079 86.4874 
0.226 83.0394 86.4433 
0.228 83.001 86.4 
0.23 82.9634 86.3572 
0.232 82.9247 86.313 
0.234 82.8846 86.2674 
0.236 82.8429 86.2201 
0.238 82.8028 86.1743 
0.24 82.7634 86.1292 
0.242 82.7253 86.0853 
0.244 82.69 86.0442 
0.246 82.6529 86.0013 
0.248 82.6156 85.9581 
0.25 82.5782 85.9148 
0.252 82.5408 85.8713 
0.254 82.5039 85.8285 
0.256 82.4707 85.7895 
0.258 82.4396 85.753 
0.26 82.4101 85.7185 
0.262 82.3821 85.6862 
0.264 82.3578 85.6583 
0.266 82.333 85.6308 
0.268 82.3042 85.5996 
0.27 82.2647 85.5578 
0.272 82.2309 85.5215 
0.274 82.2007 85.4888 
0.276 82.1703 85.4559 
0.278 82.1382 85.4212 
0.28 82.1081 85.3884 
0.282 82.0791 85.3567 
0.284 82.0492 85.324 
0.286 82.0177 85.2897 
0.288 81.9869 85.256 
0.29 81.955 85.2211 
0.292 81.9211 85.1841 
0.294 81.8854 85.1452 
0.296 81.8503 85.1067 
0.298 81.8162 85.0691 
0.3 81.7833 85.0325 
0.302 81.7519 84.9974 
0.304 81.7222 84.9636 
0.306 81.6942 84.9314 
0.308 81.6687 84.9014 
0.31 81.644 84.8721 
0.312 81.6209 84.8445 
0.314 81.5982 84.8174 
0.316 81.5704 84.7853 
0.318 81.53 84.7408 
0.32 81.4846 84.6916 
0.322 81.4417 84.6451 
0.324 81.4057 84.6054 
0.326 81.3771 84.5727 
0.328 81.3526 84.5439 
0.33 81.331 84.5183 
0.332 81.3069 84.4903 
0.334 81.285 84.4644 
0.336 81.2658 84.4411 
0.338 81.2493 84.4202 
0.34 81.2351 84.4016 
0.342 81.2215 84.3835 
0.344 81.2068 84.3648 
0.346 81.1896 84.3436 
0.348 81.1714 84.3216 
0.35 81.1539 84.3003 
0.352 81.137 84.2797 
0.354 81.1207 84.2596 
0.356 81.1047 84.2397 
0.358 81.0889 84.2201 
0.36 81.0742 84.2016 
0.362 81.0592 84.1828 
0.364 81.0438 84.1637 
0.366 81.0289 84.1451 
0.368 81.0133 84.1257 
0.37 80.997 84.1055 
0.372 80.9812 84.0859 
0.374 80.9655 84.0664 
0.376 80.9503 84.0474 
